WD100,Actual,A,B,C,D,E,F,G,H
Mar Average Relative Humidity Values,40.520861372812924,40.53943472409152,40.44774116682335,40.537758825327394,40.56721901523068,40.55415996246979,40.56981862141071,40.555378151260506,40.57162695174881
Mar Average Relative Humidity Absolute Errors,0,0.018573351278597272,-0.07312020598957503,0.0168974525144705,0.0463576424177532,0.03329858965686583,0.048957248597787384,0.03451677844758194,0.050765578935887845
Mar Average Dew Point Temperature Values,-7.946904441453567,-7.946904441453567,-7.937541050855483,-7.9461184256215,N/A,-7.942775432682839,-7.941414622306859,-7.942571428571386,-7.579462242568362
Mar Average Dew Point Temperature Absolute Errors,0,0.0,0.00936339059808411,0.0007860158320669441,nan,0.004129008770727971,0.005489819146707653,0.004333012882180576,0.3674421988852048
Mar Average Wind Speed Values,4.356056527590848,4.356056527590848,4.363063058206804,4.356056527590826,4.355436486567128,4.357142750731035,4.35609083865427,4.356176470588384,4.19086467461178
Mar Average Wind Speed Absolute Errors,0,0.0,0.00700653061595613,-2.220446049250313e-14,-0.0006200410237200416,0.001086223140187137,3.431106342155488e-05,0.00011994299753581572,-0.1651918529790679
Mar Average Wind Direction Values,191.34589502018844,191.34589502018844,191.3563651028334,170.86978465679678,191.36929232037434,191.26135943176365,191.37004779507862,183.31764705882352,187.4132498117902
Mar Average Wind Direction Absolute Errors,0,0.0,0.010470082644957301,-20.476110363391655,0.02339730018590558,-0.08453558842478515,0.024152774890183082,-8.028247961364912,-3.9326452083982417
Mar Average Station Pressure Values,829.1635262449529,829.1635262449529,830.1100000000463,829.1635262449529,829.1657728748874,829.1583264262737,829.1601345170083,829.1586974789916,835.9399999999595
Mar Average Station Pressure Absolute Errors,0,0.0,0.9464737550933933,0.0,0.0022466299344614526,-0.0051998186792161505,-0.003391727944631384,-0.004828765961292447,6.7764737550065774
Mar Average Total Cloud Cover Values,4.975100942126514,0.0,4.97694582605189,N/A,4.976175231221262,4.976456007402109,4.976009110936857,4.976512605042017,4.975851718624692
Mar Average Total Cloud Cover Absolute Errors,0,-4.975100942126514,0.0018448839253757399,nan,0.0010742890947481598,0.0013550652755949244,0.0009081688103433905,0.001411662915502987,0.0007507764981777854
Mar Average Opaque Cloud Cover Values,3.8896366083445493,0.0,N/A,N/A,3.8909458862552007,3.892027494072789,3.8907130988387304,3.8908823529411767,N/A
Mar Average Opaque Cloud Cover Absolute Errors,0,-3.8896366083445493,nan,nan,0.0013092779106513852,0.0023908857282397555,0.001076490494181126,0.0012457445966274072,nan
Mar Average Total Horizontal Radiation Values,194.35800807537012,193.257065948856,190.65101587306918,193.9425397656931,192.9357246543967,191.43056219180139,193.58773979515178,193.60563547074528,191.4932779093883
Mar Average Total Horizontal Radiation Absolute Errors,0,-1.100942126514127,-3.7069922023009383,-0.41546830967701,-1.4222834209734287,-2.927445883568737,-0.770268280218346,-0.7523726046248385,-2.8647301659818254
Mar Average Diffuse Horizontal Radiation Values,57.279946164199195,56.64804845222073,38.773756959752625,57.27278900358008,56.90802240179697,57.18843844613154,57.17788574714312,56.896491566798275,57.095737830326655
Mar Average Diffuse Horizontal Radiation Absolute Errors,0,-0.6318977119784677,-18.50618920444657,-0.007157160619115643,-0.3719237624022256,-0.09150771806765334,-0.10206041705607305,-0.38345459740092025,-0.1842083338725402
Mar Average Humidity Ratio Values,N/A,0.0025072462987886946,0.002501595360397898,0.0024950474441453587,N/A,0.002498299315994402,0.002501886190049525,0.002500842981634851,0.0024870197372736757
Mar Average Wet Bulb Temperature Values,N/A,0.3491251682368775,0.35213538580225967,0.358803477135391,0.9385944058426434,0.32940678957129726,0.3544538412299325,0.2705815056599664,0.431752099045119
Mar Average Sky Temperature Values,N/A,-22.254306864064603,-10.851114960380409,-8.596879205921914,-13.092483098629971,-8.605164569245668,-12.853534809112778,-8.58928258795416,-7.5089216639718215
Mar Average Horizontal Beam Radiation Values,N/A,136.60901749663526,151.8772551678342,136.66975076211307,136.03016244609458,N/A,136.40985404800867,136.70914390394694,134.39754007906205
Mar Average South 90 Total Radiation Values,N/A,164.80273082099598,159.53726173521517,164.4457768865545,163.45988632935402,165.21460536677827,165.8722943092972,163.4404812188782,166.77434579414805
Mar Average South 90 Beam Radiation Values,N/A,119.41121803499327,140.15038183530913,121.10874440000002,120.73724205910568,123.98011778822251,122.3883702926564,119.92336323848816,122.62763518072835
Mar Average South 90 Diffuse Radiation Values,N/A,45.39151682368775,19.386877035932255,43.337032486554435,42.724607097398064,41.23448732825419,43.4839240166408,43.51711798039009,44.146710613419536
Mar Average East 90 Total Radiation Values,N/A,120.09091924629877,103.43644413702039,106.03315464927314,105.88170088132645,105.01396275372721,107.78533929060153,106.18830934958967,108.8534198329845
Mar Average East 90 Beam Radiation Values,N/A,82.0019004037685,84.04956728459354,70.92290167725442,71.34135345827478,72.72860778154946,72.57862028510945,71.01457379530383,72.93260235769463
Mar Average East 90 Diffuse Radiation Values,N/A,38.08904306864065,19.386877035932255,35.11025297201884,34.54143645430213,32.285355162225166,35.20671900549207,35.17373555428578,35.92081747528998
Mar Average North 90 Total Radiation Values,N/A,26.413398384925973,19.386877035932255,24.89940978939437,24.276203377854177,23.397171380947807,24.96932652461201,24.894915453520973,25.224160876876226
Mar Average North 90 Beam Radiation Values,N/A,0.0,0.0,0.004822084454927412,0.04565904936748453,0.07523747607973647,0.030637720190643918,0.07011562198765028,0.12504764312520453
Mar Average North 90 Diffuse Radiation Values,N/A,26.413398384925973,19.386877035932255,24.894587704939426,24.230638443135003,23.32193390511086,24.93868880442137,24.824799831533323,25.099113233751016
Mar Average West 90 Total Radiation Values,N/A,86.20026917900404,87.64719677640909,96.16199391397036,95.72107346324323,93.28699773375602,96.2381522211769,95.84594015528772,97.58808471176124
Mar Average West 90 Beam Radiation Values,N/A,50.40392866756394,68.26032316487525,59.67497286985197,60.03840526182382,60.67210944407878,60.31631073463774,59.78024154171534,60.84097777869854
Mar Average West 90 Diffuse Radiation Values,N/A,35.79635800807537,19.386877035932255,36.48702104411846,35.68383782493197,32.61488823634001,35.92184148653915,36.065698613572444,36.74710693306269
Mar Average 45 East 90 Total Radiation Values,N/A,163.36105921938088,148.35524007733477,150.6129392196635,150.47622838668642,151.3543330728247,153.00013729903122,150.45590659304762,154.2078917609542
Mar Average 45 East 90 Beam Radiation Values,N/A,119.25611036339167,128.96836134914523,110.0314780161508,110.34875298171607,113.12341211845144,112.14536270979319,109.57980642145803,112.52375619935646
Mar Average 45 East 90 Diffuse Radiation Values,N/A,44.10495827725437,19.386877035932255,40.581461203512795,40.12849725019032,38.230920793314255,40.854774589238,40.87610017158943,41.68413556159781
Mar Average 45 West 90 Total Radiation Values,N/A,130.00753701211303,131.61671298540256,139.8850136636339,139.14654367349974,138.36371436464935,140.42039102137255,139.13866258312785,141.86071496671633
Mar Average 45 West 90 Beam Radiation Values,N/A,88.02089098250337,112.22983632536703,97.78871562705248,97.8446110982931,99.81428154793231,98.72896666725183,97.30034137758891,99.30322994888463
Mar Average 45 West 90 Radiation Values,N/A,41.98665679676985,19.386877035932255,42.09629803658143,41.30325005444802,38.549432551502214,41.691424354120734,41.838321205538705,42.5574850178317
Mar Average East 30 Total Radiation Values,N/A,192.72106998654107,182.97665582250255,185.63425715444146,185.23848962267235,183.85050774660345,186.66994591755557,185.97401069241792,185.58443475813658
Mar Average East 30 Beam Radiation Values,N/A,134.86981695827726,146.8002508821203,129.52514520461636,129.5851685942475,128.82341609234632,130.43023156330116,129.96191516113663,129.05514735123575
Mar Average East 30 Diffuse Radiation Values,N/A,57.85127187079407,36.17640831773081,56.10911194982508,55.65529742635895,55.02709161333153,56.23971435425438,56.01209553128123,56.529287406900586
Mar Average South 30 Total Radiation Values,N/A,240.1177711978466,237.78116965377345,243.41166363546424,242.00014725236605,241.39665625459483,243.80898260016335,242.57866970406786,242.46254679508013
Mar Average South 30 Beam Radiation Values,N/A,174.9222866756393,201.60476382644515,178.91286098034996,178.09215269552126,178.21934500056656,179.31511823149296,178.26170271307652,177.6701291744236
Mar Average South 30 Diffuse Radiation Values,N/A,65.19549125168237,36.17640831773081,64.49880265511432,63.91010517196657,63.17731139014224,64.49386436867036,64.31696699099119,64.79241762065605
Mar Average West 30 Total Radiation Values,N/A,165.96087886944818,169.60657616753565,176.72993066662184,176.0989724147812,173.5311358872701,176.46141836794916,176.67867521066748,175.75969977504536
Mar Average West 30 Beam Radiation Values,N/A,109.7743405114401,133.43016444432,119.48273535545077,119.53957330110893,118.29075077161757,119.60107401418391,119.95556406768726,118.56694070288646
Mar Average West 30 Diffuse Radiation Values,N/A,56.18655181695828,36.17640831773081,57.24719531117091,56.561092974070384,55.24038532669257,56.860344353765235,56.72311114298032,57.192759072158914
Apr Average Dry Bulb Temperature Values,5.82865090403338,5.82865090403338,5.828277578205294,5.8286509040333785,5.828686133954366,5.828149994945891,5.828500598063048,5.828230288294557,5.829105421707717
Apr Average Dry Bulb Temperature Absolute Errors,0,0.0,-0.0003733258280860241,-1.7763568394002505e-15,3.5229920985813123e-05,-0.000500909087489454,-0.00015030597033227622,-0.00042061573882357095,0.0004545176743366852
Apr Average Relative Humidity Values,61.48678720445063,61.44165507649514,61.351975538268825,61.443180098778804,61.469087822012156,61.477846317549634,61.47001967820349,61.478464744703025,61.46799866115176
Apr Average Relative Humidity Absolute Errors,0,-0.045132127955490375,-0.13481166618180396,-0.0436071056718248,-0.017699382438472355,-0.008940886900994371,-0.01676752624713629,-0.008322459747603261,-0.01878854329886792
Apr Average Dew Point Temperature Values,-2.539012517385257,-2.539012517385257,-2.5373731800263837,-2.5382736566743804,N/A,-2.5400320717591964,-2.5408942489485677,-2.540222333468147,-2.2859790901892234
Apr Average Dew Point Temperature Absolute Errors,0,0.0,0.0016393373588732274,0.0007388607108764766,nan,-0.001019554373939524,-0.00188173156331084,-0.0012098160828899474,0.2530334271960335
Apr Average Wind Speed Values,5.316759388038943,5.316759388038943,5.3242725196555405,5.3167593880389274,5.315819781582737,5.316210945712978,5.316056545896518,5.315973428273849,5.199829197992738
Apr Average Wind Speed Absolute Errors,0,0.0,0.007513131616597057,-1.5987211554602254e-14,-0.0009396064562068318,-0.0005484423259654037,-0.0007028421424255527,-0.000785959765094546,-0.11693019004620542
Apr Average Wind Direction Values,177.0653685674548,177.0653685674548,177.1190443117119,153.76043115438108,177.1946037131924,177.14745933631096,177.19110525909636,169.423845085099,174.1776065924357
Apr Average Wind Direction Absolute Errors,0,0.0,0.05367574425707744,-23.30493741307373,0.12923514573759576,0.08209076885614763,0.12573669164154921,-7.641523482355808,-2.8877619750191172
Apr Average Station Pressure Values,830.2552155771906,830.2552155771906,830.1100000000316,830.2552155771906,830.2604879797127,830.2479249318883,830.2500313500791,830.2484369572768,835.9399999999602
Apr Average Station Pressure Absolute Errors,0,0.0,-0.1452155771589787,0.0,0.005272402522109587,-0.007290645302305165,-0.00518422711149924,-0.006778619913802686,5.684784422769553
Apr Average Total Cloud Cover Values,7.787899860917942,0.0,7.79004028337296,N/A,7.786243731464463,7.7873384924388755,7.7861900490025855,7.787209100382077,7.786780177539621
Apr Average Total Cloud Cover Absolute Errors,0,-7.787899860917942,0.0021404224550183315,nan,-0.0016561294534787052,-0.0005613684790661821,-0.0017098119153562408,-0.0006907605358650315,-0.0011196833783211346
Apr Average Opaque Cloud Cover Values,7.385952712100139,0.0,N/A,N/A,7.382996389163504,7.384984496247235,7.382837519774667,7.384508509899271,N/A
Apr Average Opaque Cloud Cover Absolute Errors,0,-7.385952712100139,nan,nan,-0.0029563229366349475,-0.0009682158529047413,-0.0031151923254721936,-0.001444202200868716,nan
Apr Average Total Horizontal Radiation Values,199.769123783032,198.7489568845619,199.4653425665225,199.62363238201672,198.72674749316906,197.7550921743934,199.02287310224077,197.23551742270556,198.17914265459734
Apr Average Total Horizontal Radiation Absolute Errors,0,-1.0201668984701087,-0.30378121650949197,-0.1454914010152777,-1.0423762898629434,-2.0140316086385894,-0.7462506807912348,-2.533606360326445,-1.5899811284346583
Apr Average Diffuse Horizontal Radiation Values,84.19471488178026,83.62795549374131,63.877551423350525,84.21351828593876,84.02718958892133,84.1140172762987,84.0416751120822,84.02923791703549,84.04042081006234
Apr Average Diffuse Horizontal Radiation Absolute Errors,0,-0.5667593880389461,-20.317163458429732,0.018803404158504122,-0.16752529285892592,-0.08069760548156069,-0.15303976969805433,-0.16547696474476936,-0.15429407171791354
Apr Average Humidity Ratio Values,N/A,0.00401809388038943,0.004017804533963021,0.003998736783031987,N/A,0.004004839145164056,0.004005866093395512,0.004006250235005753,0.0040002156754927074
Apr Average Wet Bulb Temperature Values,N/A,2.002781641168289,2.0007067192593433,2.0040514635449225,2.394884368211976,1.9981902408367977,2.01015001128246,1.9838227204181407,2.0465081765855295
Apr Average Sky Temperature Values,N/A,-19.956745479833103,-3.700045088220723,-4.393075034770499,-4.449351349729345,-4.408374406099734,-4.3921439907055,-4.387658565515089,-3.8851992999188076
Apr Average Horizontal Beam Radiation Values,N/A,115.12100139082058,135.58779527170458,115.41011409607795,114.70143333872336,N/A,114.98119799015856,113.20627950567003,114.13872184453567
Apr Average South 90 Total Radiation Values,N/A,108.36242002781641,100.05029241678001,107.3038128701531,105.88289096640695,107.76347333809734,107.21335081518123,108.94966526236792,107.82045846648784
Apr Average South 90 Beam Radiation Values,N/A,59.21390681502086,68.11152078273385,59.972199731724615,59.97453150979966,62.139554635233424,60.719766608937356,62.09006209987779,60.72414921419082
